Selected,loan_amnt,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,open_acc,revol_bal,total_acc,application_type,default,term_m,int_rate_num,dti_clean,revol_util_clean,fico_mid,log_annual_inc,F_default,I_default,P_1,P_0,risk_band
0,5000,161.32,B,B3,8 years,MORTGAGE,28000,Not Verified,credit_card,FL,8,3902,12,Individual,0,36,9.99,31.29,29.1,717,10.239959789,0,0,0.108897436,0.891102564,Low
0,11475,416.29,E,E1,8 years,RENT,46000,Verified,debt_consolidation,NY,24,7125,36,Individual,1,36,18.25,28.72,83.8,677,10.736396675,1,0,0.3951188218,0.6048811782,High
0,4000,133.42,C,C1,10+ years,OWN,38000,Source Verified,credit_card,IN,9,2577,37,Individual,0,36,12.29,8.94,19.4,692,10.545341439,0,0,0.1302612207,0.8697387793,Medium
0,7500,235.65,B,B1,6 years,RENT,80000,Source Verified,credit_card,CA,9,8762,19,Individual,0,36,8.18,26.61,56.5,692,11.289781914,0,0,0.1233179014,0.8766820986,Medium
0,9000,278.97,A,A4,< 1 year,MORTGAGE,52000,Not Verified,credit_card,OR,5,14323,17,Individual,0,36,7.26,13.66,79.6,742,10.858998998,0,0,0.0315840722,0.9684159278,Low
0,12000,303.81,D,D5,10+ years,MORTGAGE,55000,Source Verified,debt_consolidation,NV,3,7774,14,Individual,0,60,17.86,17.26,86,662,10.915088464,0,0,0.3997310424,0.6002689576,High
0,11400,274.87,D,D1,9 years,RENT,43000,Source Verified,debt_consolidation,CA,9,8983,13,Individual,0,60,15.61,32.26,77.4,667,10.668955395,0,1,0.5337908111,0.4662091889,High
0,4000,136.7,C,C4,2 years,RENT,50000,Not Verified,other,CA,9,4634,14,Individual,0,36,13.99,26.09,38.6,692,10.819778284,0,0,0.2038513305,0.7961486695,Medium
0,7000,236.98,C,C3,6 years,RENT,89000,Source Verified,credit_card,NJ,11,10149,37,Individual,0,36,13.33,21.39,61.9,677,11.396391649,0,0,0.2008583689,0.7991416311,Medium
0,13800,488.93,D,D2,< 1 year,MORTGAGE,30000,Source Verified,debt_consolidation,TX,6,6197,10,Individual,1,36,16.55,18.24,48.4,712,10.308952661,1,0,0.1916022016,0.8083977984,Medium
0,12000,410.08,C,C4,2 years,RENT,46000,Source Verified,debt_consolidation,NY,5,2336,11,Individual,0,36,13.99,7.64,14.8,702,10.736396675,0,0,0.1789584478,0.8210415522,Medium
0,9150,344.68,E,E5,9 years,OWN,35000,Source Verified,debt_consolidation,TX,9,1816,13,Individual,0,36,20.99,34.47,32.4,697,10.46310334,0,0,0.3982114681,0.6017885319,High
0,13000,282.59,B,B4,7 years,RENT,32000,Source Verified,debt_consolidation,KS,6,7090,11,Individual,0,60,10.99,28.81,21.8,707,10.373491182,0,0,0.3094768762,0.6905231238,High
0,16800,517.9,A,A3,5 years,RENT,70000,Source Verified,credit_card,PA,18,17336,31,Individual,0,36,6.89,33.03,42.8,712,11.156250521,0,0,0.0962993928,0.9037006072,Low
0,25000,752.87,A,A1,1 year,MORTGAGE,253000,Not Verified,debt_consolidation,VA,15,204886,39,Individual,1,36,5.32,16,41.4,752,12.441144768,1,0,0.014698516,0.985301484,Low
0,20000,492.23,D,D2,5 years,MORTGAGE,70000,Verified,debt_consolidation,FL,19,38755,37,Individual,0,60,16.55,33.42,79.7,677,11.156250521,0,0,0.4358267134,0.5641732866,High
0,10500,325.46,A,A4,10+ years,MORTGAGE,97000,Source Verified,debt_consolidation,TN,20,15131,33,Individual,0,36,7.26,16.63,35.6,682,11.482466257,0,0,0.0659935188,0.9340064812,Low
0,24000,607.62,D,D5,10+ years,MORTGAGE,65000,Source Verified,debt_consolidation,CO,9,21763,18,Individual,0,60,17.86,10.99,79.1,692,11.082142549,0,0,0.3365913923,0.6634086077,High
0,22500,448.3,A,A4,7 years,MORTGAGE,90000,Verified,debt_consolidation,CA,8,7940,14,Individual,0,60,7.26,14.68,29.4,792,11.407564949,0,0,0.0573566996,0.9426433004,Low
0,16900,440.17,E,E3,3 years,OWN,47000,Source Verified,debt_consolidation,TX,18,14292,33,Individual,1,60,19.19,16.88,67.1,662,10.757902881,1,1,0.5147951989,0.4852048011,High
0,5600,199.63,D,D3,9 years,RENT,48000,Source Verified,debt_consolidation,CA,6,1500,7,Individual,0,36,16.99,10.2,19,677,10.77895629,0,0,0.2717989067,0.7282010933,Medium
0,28000,1029.07,E,E3,2 years,RENT,75000,Source Verified,debt_consolidation,KS,6,5871,19,Individual,0,36,19.19,13.42,26.7,737,11.225243393,0,0,0.2574992789,0.7425007211,Medium
0,18750,398.29,B,B3,10+ years,MORTGAGE,55000,Verified,debt_consolidation,TX,11,9579,29,Individual,0,60,9.99,23.7,31.9,742,10.915088464,0,0,0.163228312,0.836771688,Medium
0,25000,770.68,A,A3,2 years,MORTGAGE,250000,Source Verified,home_improvement,NY,19,9128,36,Individual,0,36,6.89,10.63,20.7,732,12.429216197,0,0,0.0445057644,0.9554942356,Low
0,6000,196.41,B,B4,3 years,MORTGAGE,80000,Not Verified,home_improvement,GA,9,18479,29,Individual,0,36,10.99,12.54,63.7,682,11.289781914,0,0,0.088666644,0.911333356,Low
0,12000,254.91,B,B3,3 years,RENT,32000,Source Verified,debt_consolidation,HI,12,9281,20,Individual,0,60,9.99,24.53,22,732,10.373491182,0,0,0.2610484402,0.7389515598,Medium
0,9250,298.43,B,B3,< 1 year,RENT,36000,Source Verified,credit_card,IL,5,7663,17,Individual,1,36,9.99,24.27,99.5,662,10.491274217,1,0,0.155655344,0.844344656,Medium
0,10300,337.17,B,B4,2 years,RENT,80000,Not Verified,credit_card,MN,10,11888,33,Individual,0,36,10.99,14.45,47,672,11.289781914,0,0,0.1290560024,0.8709439976,Medium
0,28000,695.73,D,D3,10+ years,MORTGAGE,96000,Source Verified,debt_consolidation,NM,16,13509,50,Individual,0,60,16.99,16.73,64.6,662,11.47210347,0,0,0.3674219764,0.6325780236,High
0,3500,116.74,C,C1,10+ years,RENT,26000,Not Verified,credit_card,CA,4,3614,19,Individual,1,36,12.29,7.06,59,667,10.165851817,1,0,0.1488068757,0.8511931243,Medium
0,5000,156.43,A,A5,2 years,RENT,40000,Not Verified,debt_consolidation,TX,10,3713,39,Individual,0,36,7.89,24.84,26.3,732,10.596634733,0,0,0.0607671957,0.9392328043,Low
0,15000,469.29,A,A5,< 1 year,RENT,54000,Source Verified,other,CO,8,4380,18,Individual,0,36,7.89,16.98,36.2,732,10.896739326,0,0,0.0622881725,0.9377118275,Low
0,28000,863.16,A,A3,10+ years,MORTGAGE,100000,Verified,debt_consolidation,FL,13,29741,17,Individual,0,36,6.89,9.26,26.8,772,11.512925465,0,0,0.0330352957,0.9669647043,Low
0,7325,250.32,C,C4,8 years,MORTGAGE,31000,Verified,debt_consolidation,FL,18,6650,22,Individual,1,36,13.99,38.79,34,687,10.341742483,1,0,0.2740615338,0.7259384662,Medium
0,17600,452.21,E,E2,1 year,OWN,54000,Source Verified,debt_consolidation,MO,7,7612,32,Individual,0,60,18.55,20.09,69.2,687,10.896739326,0,0,0.4167413822,0.5832586178,High
0,12725,337.07,E,E4,8 years,MORTGAGE,51000,Verified,debt_consolidation,GA,14,10231,41,Individual,0,60,19.99,28.8,89,677,10.839580912,0,0,0.4929739476,0.5070260524,High
0,7500,239.1,B,B2,2 years,RENT,58000,Not Verified,credit_card,WI,11,6631,20,Individual,0,36,9.17,17.98,26.8,667,10.96819829,0,0,0.1350471583,0.8649528417,Medium
0,8000,263.93,B,B5,2 years,RENT,100000,Not Verified,other,CA,11,5895,24,Individual,0,36,11.53,22.13,22.9,682,11.512925465,0,0,0.1471977156,0.8528022844,Medium
0,27500,828.16,A,A1,10+ years,MORTGAGE,113900,Verified,debt_consolidation,GA,20,27335,34,Individual,0,36,5.32,7.27,23.5,782,11.643076149,0,0,0.0262950778,0.9737049222,Low
0,10000,318.79,B,B2,10+ years,MORTGAGE,75000,Source Verified,debt_consolidation,SC,8,12443,24,Individual,0,36,9.17,16.69,46.1,662,11.225243393,0,0,0.0982979396,0.9017020604,Low
0,6000,191.28,B,B2,1 year,RENT,42000,Not Verified,credit_card,TX,14,8612,29,Individual,0,36,9.17,14.06,33.6,687,10.645424897,0,0,0.1204749533,0.8795250467,Medium
0,31150,766.65,D,D2,10+ years,MORTGAGE,100000,Verified,credit_card,VA,15,29736,26,Individual,0,60,16.55,30.36,67.4,677,11.512925465,0,0,0.4069831973,0.5930168027,High
0,8000,270.83,C,C3,2 years,MORTGAGE,46997,Not Verified,debt_consolidation,VA,3,2214,8,Individual,0,36,13.33,4.55,88.6,697,10.757839049,0,0,0.0988731567,0.9011268433,Low
0,35000,783.7,C,C1,10+ years,OWN,133020,Source Verified,debt_consolidation,TX,11,16915,19,Individual,0,60,12.29,14.11,56.6,722,11.798254772,0,0,0.2126679726,0.7873320274,Medium
0,28000,876,A,A5,1 year,MORTGAGE,85000,Source Verified,debt_consolidation,NC,29,75516,55,Individual,0,36,7.89,28.79,47,687,11.350406535,0,0,0.0809707715,0.9190292285,Low
0,6000,203.12,C,C3,3 years,MORTGAGE,56000,Source Verified,debt_consolidation,OR,7,10486,31,Individual,0,36,13.33,22.52,69.9,687,10.93310697,0,0,0.1396442573,0.8603557427,Medium
0,18800,678.35,D,D5,5 years,MORTGAGE,50000,Source Verified,small_business,KY,4,4322,11,Individual,0,36,17.86,11.59,48,702,10.819778284,0,0,0.2352974954,0.7647025046,Medium
0,6000,200.12,C,C1,8 years,MORTGAGE,95000,Not Verified,debt_consolidation,NY,29,46953,49,Individual,0,36,12.29,39.91,68.5,697,11.461632171,0,0,0.1837552702,0.8162447298,Medium
0,20000,513.88,E,E2,9 years,RENT,80000,Verified,credit_card,NY,16,23826,22,Individual,1,60,18.55,33.51,88.6,687,11.289781914,1,1,0.5673515941,0.4326484059,High
0,24000,750.86,A,A5,5 years,MORTGAGE,100500,Verified,debt_consolidation,TX,25,27752,40,Individual,0,36,7.89,26.75,34.7,742,11.517913006,0,0,0.066719919,0.933280081,Low
0,13200,349.65,E,E4,9 years,RENT,33000,Source Verified,other,NJ,3,8705,10,Individual,0,60,19.99,15.85,98.9,677,10.40426284,0,0,0.4933202664,0.5066797336,High
0,15100,547.8,E,E1,7 years,RENT,80000,Source Verified,debt_consolidation,NY,14,4502,20,Individual,0,36,18.25,23.42,28.3,662,11.289781914,0,0,0.3730864828,0.6269135172,High
0,35000,1240.03,D,D2,10+ years,MORTGAGE,176000,Verified,debt_consolidation,WA,24,89320,54,Individual,0,36,16.55,29.46,70,707,12.078239274,0,0,0.2221406724,0.7778593276,Medium
0,15000,469.29,A,A5,9 years,MORTGAGE,110000,Source Verified,debt_consolidation,AZ,24,16953,44,Individual,1,36,7.89,37.36,37.6,732,11.608235645,1,0,0.0799134819,0.9200865181,Low
0,5600,189.58,C,C3,10+ years,MORTGAGE,37000,Source Verified,debt_consolidation,IN,8,4712,8,Individual,0,36,13.33,29.32,49.6,682,10.518673192,0,0,0.1957638106,0.8042361894,Medium
0,30000,1048.95,D,D1,10+ years,RENT,110000,Verified,debt_consolidation,CA,14,28968,39,Individual,0,36,15.61,13.07,76,662,11.608235645,0,0,0.2663870292,0.7336129708,Medium
0,7800,248.66,B,B2,2 years,OWN,85000,Source Verified,credit_card,OH,13,12118,19,Individual,0,36,9.17,9.85,58.5,662,11.350406535,0,0,0.1120892429,0.8879107571,Low
0,4200,149.73,D,D3,10+ years,MORTGAGE,63000,Source Verified,moving,NC,15,16108,39,Individual,0,36,16.99,29.07,59.4,677,11.050890005,0,0,0.218241271,0.781758729,Medium
0,18250,662.08,E,E1,3 years,MORTGAGE,80000,Source Verified,debt_consolidation,CA,14,27217,31,Individual,0,36,18.25,25.71,76.7,692,11.289781914,0,0,0.2385777817,0.7614222183,Medium
0,20000,667.06,C,C1,2 years,MORTGAGE,83000,Source Verified,credit_card,NV,14,21254,21,Individual,0,36,12.29,20.27,72.8,677,11.326595887,0,0,0.1630141977,0.8369858023,Medium
0,21450,558.67,E,E3,5 years,RENT,63584,Verified,debt_consolidation,CA,9,12147,38,Individual,0,60,19.19,13.25,32.8,702,11.060117145,0,0,0.4296073064,0.5703926936,High
0,20000,529.77,E,E4,3 years,RENT,89016,Source Verified,credit_card,TX,31,26284,91,Individual,0,60,19.99,19.75,59.2,667,11.396571408,0,1,0.5424495993,0.4575504007,High
0,15000,469.29,A,A5,10+ years,MORTGAGE,75000,Source Verified,debt_consolidation,CA,14,5425,26,Individual,1,36,7.89,16.95,27.5,692,11.225243393,1,0,0.0662090359,0.9337909641,Low
0,5000,164.96,B,B5,10+ years,RENT,80000,Not Verified,debt_consolidation,OR,12,19001,30,Individual,0,36,11.53,16.95,48.5,697,11.289781914,0,0,0.126143142,0.873856858,Medium
0,14000,330.5,C,C5,2 years,RENT,50000,Source Verified,major_purchase,FL,7,974,22,Individual,0,60,14.65,12.26,5.8,767,10.819778284,0,0,0.2948215421,0.7051784579,Medium
0,20000,407.26,B,B1,10+ years,MORTGAGE,250000,Source Verified,home_improvement,WI,31,57345,58,Individual,0,60,8.18,7.53,12.2,792,12.429216197,0,0,0.0866452289,0.9133547711,Low
0,5000,179.69,D,D4,10+ years,MORTGAGE,135000,Verified,debt_consolidation,NJ,16,6406,35,Individual,0,36,17.57,9.39,64.1,667,11.813030057,0,0,0.2049230044,0.7950769956,Medium
0,35000,1115.77,B,B2,3 years,RENT,110000,Source Verified,credit_card,NY,15,41024,26,Individual,0,36,9.17,17.42,49.6,692,11.608235645,0,0,0.1339382929,0.8660617071,Medium
0,10000,327.34,B,B4,10+ years,MORTGAGE,120000,Verified,debt_consolidation,FL,9,33464,17,Individual,0,36,10.99,25.84,89.4,727,11.695247022,0,0,0.0879760324,0.9120239676,Low
0,3600,125.88,D,D1,2 years,MORTGAGE,106000,Not Verified,vacation,NY,8,9855,12,Individual,0,36,15.61,7.36,87,672,11.571194373,0,0,0.1219653178,0.8780346822,Medium
0,17000,567.01,C,C1,3 years,MORTGAGE,80000,Verified,debt_consolidation,CO,9,6799,25,Individual,1,36,12.29,24.83,65.4,712,11.289781914,1,0,0.1362974429,0.8637025571,Medium
0,17850,472.82,E,E4,10+ years,MORTGAGE,75000,Source Verified,debt_consolidation,MI,9,14255,13,Individual,0,60,19.99,18,63.4,722,11.225243393,0,0,0.3825789001,0.6174210999,High
0,8000,240.92,A,A1,10+ years,MORTGAGE,112000,Source Verified,credit_card,VA,12,13505,20,Individual,0,36,5.32,6.88,39,732,11.62625415,0,0,0.0303896733,0.9696103267,Low
0,21000,579.88,F,F1,7 years,MORTGAGE,107000,Source Verified,debt_consolidation,NV,14,37544,31,Individual,0,60,21.99,19.85,78.4,667,11.580584113,0,0,0.4235146887,0.5764853113,High
0,12000,402.54,C,C2,1 year,RENT,44000,Source Verified,debt_consolidation,MO,6,3434,13,Individual,0,36,12.69,18.06,51.3,667,10.691944913,0,0,0.2213111463,0.7786888537,Medium
0,4000,137.98,C,C5,10+ years,MORTGAGE,75000,Not Verified,other,TX,9,13642,29,Individual,0,36,14.65,32.99,73.3,667,11.225243393,0,0,0.1784424003,0.8215575997,Medium
0,6000,209.79,D,D1,10+ years,MORTGAGE,92500,Verified,debt_consolidation,NY,13,23259,18,Individual,1,36,15.61,24.39,100,697,11.434963924,1,0,0.1786311799,0.8213688201,Medium
0,28000,651.37,C,C4,10+ years,MORTGAGE,90000,Source Verified,credit_card,IN,17,20265,49,Individual,0,60,13.99,18.31,68.7,697,11.407564949,0,0,0.2595397852,0.7404602148,Medium
0,25000,559.79,C,C1,10+ years,MORTGAGE,55000,Source Verified,debt_consolidation,IL,7,8698,18,Individual,0,60,12.29,15.87,50.9,747,10.915088464,0,0,0.1785308751,0.8214691249,Medium
0,16000,516.2,B,B3,10+ years,RENT,65000,Source Verified,debt_consolidation,FL,11,7276,30,Individual,0,36,9.99,20.35,32.5,697,11.082142549,0,0,0.1385980089,0.8614019911,Medium
0,17600,530.03,A,A1,2 years,OWN,51500,Not Verified,credit_card,GA,5,10911,24,Individual,0,36,5.32,4.99,24.4,782,10.849337087,0,0,0.021329575,0.978670425,Low
0,17100,462.52,E,E5,10+ years,OWN,53000,Verified,debt_consolidation,CT,22,12856,37,Individual,1,60,20.99,30.14,21.7,722,10.878047193,1,1,0.5693142038,0.4306857962,High
0,11100,423.86,F,F1,3 years,OWN,54000,Verified,other,NY,14,24084,21,Individual,0,36,21.99,19.02,54.4,712,10.896739326,0,0,0.2453415802,0.7546584198,Medium
0,24500,744.76,G,G1,10+ years,MORTGAGE,64500,Verified,debt_consolidation,OH,27,33409,34,Individual,0,60,26.77,26.59,76.5,677,11.074420503,0,1,0.6063116477,0.3936883523,High
0,12000,382.55,B,B2,10+ years,OWN,86000,Not Verified,debt_consolidation,NY,11,10608,17,Individual,1,36,9.17,13.72,71.2,692,11.362102575,1,0,0.0940918232,0.9059081768,Low
0,15000,471.3,B,B1,< 1 year,RENT,95000,Not Verified,debt_consolidation,NC,5,7129,10,Individual,0,36,8.18,10.61,37.5,702,11.461632171,0,0,0.0872758176,0.9127241824,Low
0,25000,846.33,C,C3,10+ years,OWN,135000,Source Verified,credit_card,NM,15,23893,32,Individual,0,36,13.33,14.2,50.8,702,11.813030057,0,0,0.1717043776,0.8282956224,Medium
0,8000,250.29,A,A5,10+ years,RENT,32600,Not Verified,debt_consolidation,OR,7,10652,16,Individual,0,36,7.89,8.32,58.5,707,10.392067567,0,0,0.0577173137,0.9422826863,Low
0,12000,395.89,B,B5,8 years,MORTGAGE,40000,Not Verified,debt_consolidation,GA,12,5712,30,Individual,1,36,11.53,11.38,24.7,672,10.596634733,1,0,0.1196678588,0.8803321412,Low
0,7800,255.33,B,B4,1 year,RENT,32000,Source Verified,debt_consolidation,WA,10,4,24,Individual,0,36,10.99,24.01,0.1,752,10.373491182,0,0,0.130521352,0.869478648,Medium
0,18000,462.49,E,E2,< 1 year,MORTGAGE,70000,Verified,credit_card,IL,17,16851,51,Individual,1,60,18.55,15.14,67.4,672,11.156250521,1,0,0.3927330245,0.6072669755,High
0,3000,102.52,C,C4,1 year,RENT,10000,Not Verified,other,AZ,9,1261,12,Individual,0,36,13.99,9.96,37.1,737,9.210340372,0,0,0.1482962795,0.8517037205,Medium
0,26400,614.15,C,C4,9 years,MORTGAGE,86021,Source Verified,debt_consolidation,WA,9,20472,18,Individual,0,60,13.99,17.06,94.3,677,11.362346731,0,0,0.2902588961,0.7097411039,Medium
0,25000,733.64,F,F4,10+ years,RENT,75000,Source Verified,credit_card,NY,13,13246,15,Individual,1,60,24.99,18.54,53,662,11.225243393,1,1,0.6606708778,0.3393291222,High
0,8000,258.1,B,B3,10+ years,MORTGAGE,48000,Not Verified,debt_consolidation,GA,5,367,25,Individual,0,36,9.99,19.4,9.7,782,10.77895629,0,0,0.0532085729,0.9467914271,Low
0,30000,677.85,C,C2,8 years,RENT,60000,Verified,debt_consolidation,CA,10,25515,19,Individual,0,60,12.69,13.04,54.5,672,11.002099841,0,0,0.3259906855,0.6740093145,High
0,20525,519.64,D,D5,8 years,MORTGAGE,64000,Source Verified,debt_consolidation,MD,17,35441,43,Individual,0,60,17.86,37.3,79.3,672,11.066638362,0,0,0.4798402932,0.5201597068,High
0,7000,219.94,B,B1,10+ years,RENT,84000,Source Verified,debt_consolidation,CA,6,2520,7,Individual,0,36,8.18,16.57,48.5,682,11.338572078,0,0,0.1145122843,0.8854877157,Low
0,8875,323.31,E,E2,3 years,OWN,35000,Verified,debt_consolidation,OK,11,7571,24,Individual,1,36,18.55,30.52,78.9,687,10.46310334,1,0,0.2980981482,0.7019018518,Medium
0,8000,266.83,C,C1,6 years,MORTGAGE,45000,Not Verified,debt_consolidation,AZ,5,3958,11,Individual,0,36,12.29,3.65,28.5,687,10.714417769,0,0,0.1065013089,0.8934986911,Low
0,23550,715.88,G,G1,10+ years,MORTGAGE,62000,Source Verified,debt_consolidation,NM,3,7171,4,Individual,0,60,26.77,15.06,94.4,697,11.034889664,0,0,0.4462896192,0.5537103808,High
0,10600,353.55,C,C1,5 years,RENT,43000,Source Verified,debt_consolidation,PA,10,13334,14,Individual,0,36,12.29,21.07,92,702,10.668955395,0,0,0.1841194423,0.8158805577,Medium
0,5000,152.66,A,A2,3 years,RENT,97000,Verified,debt_consolidation,CA,9,9745,14,Individual,0,36,6.24,4.23,18.7,767,11.482466257,0,0,0.0362897409,0.9637102591,Low
0,19575,668.94,C,C4,10+ years,MORTGAGE,57000,Not Verified,credit_card,MI,8,25399,27,Individual,0,36,13.99,11.92,85.8,662,10.950806547,0,0,0.1496410829,0.8503589171,Medium
0,15000,326.07,B,B4,2 years,RENT,54000,Verified,credit_card,AZ,6,11199,14,Individual,0,60,10.99,16.71,82.3,692,10.896739326,0,0,0.252926426,0.747073574,Medium
0,9600,324.99,C,C3,3 years,RENT,65000,Verified,debt_consolidation,TX,25,9200,28,Individual,0,36,13.33,37.57,34.8,712,11.082142549,0,0,0.3035467732,0.6964532268,High
0,10000,314.2,B,B1,5 years,MORTGAGE,90000,Not Verified,credit_card,NJ,9,8497,31,Individual,0,36,8.18,16.8,62.9,672,11.407564949,0,0,0.0765414521,0.9234585479,Low
0,1800,61.52,C,C4,10+ years,RENT,51000,Not Verified,credit_card,KY,9,7950,16,Individual,1,36,13.99,14.85,71,667,10.839580912,1,0,0.2012736057,0.7987263943,Medium
0,7225,259.65,D,D4,8 years,RENT,68000,Verified,medical,MA,11,13579,24,Individual,1,36,17.57,26.53,72,667,11.127262984,1,0,0.3375849881,0.6624150119,High
0,1550,53.47,C,C5,5 years,RENT,30000,Not Verified,other,CA,8,8116,14,Individual,0,36,14.65,25.44,55.2,692,10.308952661,0,0,0.213184906,0.786815094,Medium
0,15000,478.19,B,B2,2 years,MORTGAGE,51000,Verified,credit_card,OH,26,13529,41,Individual,0,36,9.17,13.06,67,672,10.839580912,0,0,0.1176045623,0.8823954377,Low
0,7000,219,A,A5,10+ years,MORTGAGE,59000,Not Verified,debt_consolidation,CA,16,10018,19,Individual,0,36,7.89,25.75,34.5,727,10.985292723,0,0,0.0597920913,0.9402079087,Low
0,9000,296.92,B,B5,10+ years,MORTGAGE,40000,Source Verified,debt_consolidation,CA,6,12777,22,Individual,0,36,11.53,16.29,90.6,702,10.596634733,0,0,0.0927399932,0.9072600068,Low
0,13000,401.68,B,B1,2 years,MORTGAGE,40000,Source Verified,credit_card,NJ,10,6473,16,Individual,0,36,8.18,5.31,46.9,672,10.596634733,0,0,0.0797803967,0.9202196033,Low
0,20825,551.62,E,E4,10+ years,MORTGAGE,74434,Verified,debt_consolidation,AL,8,5439,21,Individual,1,60,19.99,26.14,92.2,682,11.217668106,1,0,0.4575983585,0.5424016415,High
0,24000,722.76,A,A1,< 1 year,MORTGAGE,190000,Verified,debt_consolidation,CA,9,10233,22,Individual,0,36,5.32,10.63,11.1,827,12.154779351,0,0,0.0185419844,0.9814580156,Low
0,5600,193.17,C,C5,1 year,RENT,55000,Source Verified,debt_consolidation,WA,11,9823,17,Individual,1,36,14.65,37.44,84,677,10.915088464,1,0,0.305161025,0.694838975,High
0,35000,1174.07,C,C2,3 years,MORTGAGE,122600,Verified,debt_consolidation,SC,13,28397,24,Individual,0,36,12.69,14,68.9,682,11.716682302,0,0,0.1627278794,0.8372721206,Medium
0,2200,70.98,B,B3,4 years,MORTGAGE,60000,Not Verified,home_improvement,OK,12,9557,33,Individual,0,36,9.99,33.16,72.4,677,11.002099841,0,0,0.1187883599,0.8812116401,Low
0,29975,793.99,E,E4,2 years,RENT,75000,Source Verified,debt_consolidation,TX,9,18682,13,Individual,0,60,19.99,22.17,92.9,712,11.225243393,0,0,0.4685327963,0.5314672037,High
0,10000,354.3,D,D2,< 1 year,MORTGAGE,65000,Source Verified,debt_consolidation,VA,23,18322,49,Individual,0,36,16.55,11.39,46,667,11.082142549,0,0,0.2195364741,0.7804635259,Medium
0,9600,289.11,A,A1,10+ years,MORTGAGE,50000,Not Verified,home_improvement,CA,8,8564,19,Individual,1,36,5.32,9.51,13.9,822,10.819778284,1,0,0.0182576803,0.9817423197,Low
0,1500,49.11,B,B4,10+ years,RENT,80000,Not Verified,debt_consolidation,UT,11,17521,26,Individual,0,36,10.99,15.14,94.7,687,11.289781914,0,0,0.1141402181,0.8858597819,Low
0,4000,135.42,C,C3,5 years,RENT,41000,Not Verified,car,GA,6,2130,11,Individual,0,36,13.33,2.93,25.7,687,10.621327346,0,0,0.150537302,0.849462698,Medium
0,28000,903.35,B,B3,8 years,MORTGAGE,90000,Not Verified,debt_consolidation,AR,13,45136,26,Individual,0,36,9.99,37.03,75.2,707,11.407564949,0,0,0.1154118916,0.8845881084,Low
0,8800,290.32,B,B5,2 years,RENT,20000,Source Verified,credit_card,CA,7,12180,7,Individual,0,36,11.53,23.27,49.7,667,9.9034875525,0,0,0.1963489648,0.8036510352,Medium
0,7200,243.75,C,C3,< 1 year,RENT,20000,Source Verified,debt_consolidation,TX,9,7323,21,Individual,0,36,13.33,11.52,52.7,672,9.9034875525,0,0,0.2076893841,0.7923106159,Medium
0,14400,354.41,D,D2,9 years,RENT,43000,Source Verified,debt_consolidation,NV,8,8668,17,Individual,0,60,16.55,6.56,48.2,662,10.668955395,0,0,0.4515007882,0.5484992118,High
0,14000,297.39,B,B3,2 years,RENT,45000,Not Verified,debt_consolidation,CA,9,14100,26,Individual,0,60,9.99,15.84,59.2,717,10.714417769,0,0,0.1923015429,0.8076984571,Medium
0,30000,1082.47,D,D5,3 years,OWN,60000,Source Verified,home_improvement,OR,7,9956,21,Individual,1,36,17.86,13.78,28.6,717,11.002099841,1,0,0.2606692102,0.7393307898,Medium
0,28000,854.87,A,A2,5 years,MORTGAGE,200000,Source Verified,credit_card,CA,14,76514,20,Individual,0,36,6.24,19.76,65,702,12.206072646,0,0,0.0436260861,0.9563739139,Low
0,4825,175.77,E,E2,7 years,RENT,80000,Source Verified,small_business,KS,12,2205,13,Individual,1,36,18.55,6.02,26.9,682,11.289781914,1,0,0.2949530523,0.7050469477,Medium
0,4000,125.15,A,A5,10+ years,RENT,35000,Not Verified,debt_consolidation,PA,3,3052,9,Individual,0,36,7.89,20.16,29.6,692,10.46310334,0,0,0.0757713269,0.9242286731,Low
0,16000,502.72,B,B1,4 years,OWN,37000,Not Verified,debt_consolidation,GA,6,7615,11,Individual,0,36,8.18,17.9,41.8,767,10.518673192,0,0,0.0611185051,0.9388814949,Low
0,31000,1105.09,D,D3,10+ years,MORTGAGE,85000,Verified,debt_consolidation,CT,14,72503,22,Individual,0,36,16.99,27.46,55.7,712,11.350406535,0,0,0.2298915088,0.7701084912,Medium
0,25000,770.68,A,A3,< 1 year,MORTGAGE,150000,Source Verified,home_improvement,LA,10,1256,49,Individual,0,36,6.89,13.85,9.1,752,11.918390573,0,0,0.0348773315,0.9651226685,Low
0,15000,382.95,E,E1,4 years,RENT,45000,Source Verified,debt_consolidation,NY,7,3861,11,Individual,1,60,18.25,36.85,60.3,667,10.714417769,1,1,0.5868063054,0.4131936946,High
0,8000,263.93,B,B5,7 years,RENT,95000,Not Verified,debt_consolidation,NV,5,2738,7,Individual,0,36,11.53,12.11,50.7,667,11.461632171,0,0,0.1420147402,0.8579852598,Medium
0,8000,279.72,D,D1,2 years,MORTGAGE,76000,Verified,credit_card,IL,27,30239,40,Individual,0,36,15.61,39.55,79,662,11.238488619,0,0,0.300237708,0.699762292,High
0,18000,600.36,C,C1,10+ years,RENT,70000,Not Verified,debt_consolidation,NY,5,15939,11,Individual,1,36,12.29,6.89,67.8,702,11.156250521,1,0,0.1328492108,0.8671507892,Medium
0,26000,793.81,A,A2,4 years,MORTGAGE,130000,Verified,debt_consolidation,NV,6,5880,26,Individual,0,36,6.24,15.98,13.8,782,11.775289729,0,0,0.0274683213,0.9725316787,Low
